评价,评分
如果有时间的话，最好去一下，但船上挺挤的，人比较多，所以舒适度可能差一些，但作为旅游景点，挺值得去看一下的,4
很棒哇 超级好的解说有趣好玩，景色不错，总体超赞，性价比高，,5
不错总体超赞，性价比高，,5
桂林山水甲天下真的值得去看看。,5
性价比高，总体超赞，有趣好玩，景色不错，,5
景色不错，总体超赞，,4
"景色很好,可是船上有座位号！有可能一行人不能坐在一起！详情说明里好像也没有说明！我们带4岁小孩，座位号是26,27 都不是靠窗的… 还分开的座位！整体游览过程景点规划都很好！很干净！就这一点不是很理解！上船好像都随便坐… ",4
景色不错，,5
两江四湖景区到了晚上非常非常美，虽然都是灯光烘托出来的，但是也属于灯光中很牛的造景了。,5
晚上去风景很好景色不错，,5
还是不错的，没事的时候可以随便去看一看。,3
很棒哇 超级好的解说有趣好玩，景色不错，总体超赞，性价比高，,5
不错总体超赞，性价比高，,5
桂林山水甲天下真的值得去看看。,5
性价比高，总体超赞，有趣好玩，景色不错，,5
景色不错，总体超赞，,4
"景色很好,可是船上有座位号！有可能一行人不能坐在一起！详情说明里好像也没有说明！我们带4岁小孩，座位号是26,27 都不是靠窗的… 还分开的座位！整体游览过程景点规划都很好！很干净！就这一点不是很理解！上船好像都随便坐… ",5
很好值得一玩,5
桂林山水甲天下终于知道这句话的含义了！就是一个字美！,5
住在湖边的酒店，晚上景区会亮灯，可以看看,4
景色不错，父母很喜欢。,5
景色不错，,4
不错的，推荐,5
【景色】宜人 【趣味】盎然 【性价比】高,5
景色不错，,4
非常不推荐夜游，体验超级差，把外地人当傻子,1
可以白天游船或者可以夜晚游船，我们最后还是决定看夜景，同船的还有两队结伴而行的来外游客，可惜船上没有配英文导游，感觉外国游客的体验感不是很好。,4
有讲解，夜景很美，作为桂林最后一天的ending，打卡完成,5
夜游整体还可以，只是整体性价比不高，小200/人其实就是看了几个湖和两条江的灯光秀。不过貌似这个是很多来桂林必玩之一。不太能理解,4
真**，两个人座位给分开也不提前给说一声,1
桂林的两江四湖风景区非常的美。景区没有门票，有几个湖连接而成，而且在桂林的市中心位置，游玩非常方便，坐船欣赏夜景也很不错。,4
非常干净，非常漂亮，非常满意，下次再去。,5
景色不错，总体超赞，,4
看夜景的好地方，人不多，非常漂亮,5
桂林比较有名的打卡处，夜游感到各种绚丽的灯光，比白天有感觉。如果喜欢玩水的话，竹筏应该是更不一样的感受。总之，需要自己体验啦。日月双塔，真心好看,5
风景优美的地方。。。。。。。。,5
这酒店让在外的人，感受到了归家的感觉：这里有住家的可口菜肴，这里有温馨如家的环境，还有那周到齐全的全天候服务。如果有机会，我还会来这里。,3
景色不错，总体超赞，下次还来。一定介绍。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。，，。。。。。,5
就那样吧！小贵,3
还是值得的，主要看晚上的灯光，还不错的,5
曾经坐船游览过一次两江四湖，印象非常好，夜景很美，设计巧妙，感觉值得！但此次陪同家人再次乘船游览，买了两江四湖的船票，上船后告知天气不好，只能游四湖，不游两江。天气不好游四湖可以理解，但应提前告知，不能开船后才说，一个半小时的游览缩水为一小时，其中半小时还是原水路返回。游览过程导游敷衍，解说简单，很多景点都没有解说，整个游览品质降低太多，花费确不少一分！,3
四湖夜景可以，游船导游讲解挺好，就是去的时候，因江上大雾，两江不能游玩，还是有些小失望，但是又给了自己再次来桂林的机会,4
桂林可以去的景点太多了，市中心的两江四湖景区就很不错，白天晚上不同风格，市中心的免费公园，景色很赞。坐船游览很不错，值得一去。,5
小姐姐一路讲解的非常耐心，详细，夜游非常值得，还看到了各式桥洞，体验了开闸的落差性价比高，,5
桂林比较有名的打卡处，夜游感到各种绚丽的灯光，比白天有感觉。如果喜欢玩水的话，竹筏应该是更不一样的感受。总之，需要自己体验啦。日月双塔，真心好看,5
风景优美的地方。。。。。。。。,5
这酒店让在外的人，感受到了归家的感觉：这里有住家的可口菜肴，这里有温馨如家的环境，还有那周到齐全的全天候服务。如果有机会，我还会来这里。,3
挺好的，不错,5
性价比不高,4
美景尽收眼底一切都属于你！欢迎光临,5
整体风景不错，灯光效果很好，两岸青山环绕，体验船起船落，性价比高,5
头天订的票，第二天早上想退就退不了了。性价比太低，出游的小伙伴当心哦。性价比低，可玩性低，景色一般，总共七十分钟,1
非常值的行程。开始觉得近200的票价不便宜，但足足一个半小时行程，沿途两岸的灯光非常美，中间还有鸬鹚捕鱼演示、三次以不同方式过船闸，配合讲解员的讲解，十分有趣味性。有趣好玩，景色不错，,5
不错挺好安全游,5
景色不错，,5
夜间的景色不错，在船上三次体验江和湖的闸门捯饬挺有乐趣，最后看到象鼻山变成了个巨大的老鼠山是个亮点。只是，船的座位设计有问题，有正反两种座位，反坐观景很不舒服，且因为座位间距不大，容易碰到邻座。如果座位能够改进，可以提升夜游舒适度。,4
性价比高，总体超赞，景色不错，有趣好玩，,5
订的是夜游两江四湖，说真的景色太美了，船上导游讲解很棒，下次再介绍朋友来,5
两江四湖又给桂林增加了一番春尝,3
美景尽收眼底一切都属于你！欢迎光临,5
整体风景不错，灯光效果很好，两岸青山环绕，体验船起船落，性价比高,5
头天订的票，第二天早上想退就退不了了。性价比太低，出游的小伙伴当心哦。性价比低，可玩性低，景色一般，总共七十分钟,1
非常值的行程。开始觉得近200的票价不便宜，但足足一个半小时行程，沿途两岸的灯光非常美，中间还有鸬鹚捕鱼演示、三次以不同方式过船闸，配合讲解员的讲解，十分有趣味性。有趣好玩，景色不错，,5
不错挺好安全游,5
景色不错，,5
夜间的景色不错，在船上三次体验江和湖的闸门捯饬挺有乐趣，最后看到象鼻山变成了个巨大的老鼠山是个亮点。只是，船的座位设计有问题，有正反两种座位，反坐观景很不舒服，且因为座位间距不大，容易碰到邻座。如果座位能够改进，可以提升夜游舒适度。,4
去的时候天气不是很好 风很大 但景色还是不错的,4
桂林“两江四湖”，即指漓江、桃花江、木龙湖（含铁佛塘）、桂湖、榕湖、杉湖，其环城水系全长7.33公里，水面面积38.59万平方米。该工程最早形成于北宋年间（960-1127年），当时榕湖、杉湖、桂湖上舟楫纵横，游人如织，兴盛一时。,5
两江四湖景区，位于桂林市中心，是指由漓江、桃花江、木龙湖、桂湖、榕湖、杉湖构成的环城风景带。 夜景在璀璨灯光绒照耀下，格外美丽，是桂林打卡景点之一💯,5
不错的体验,5
总体超赞，超美的夜景。讲解到位。,5
景色不错，有趣好玩，总体超赞，,5
这个晚上最好看了，风景秀丽自然,5
广西桂林真是个好地方，都说桂林山水甲天下！这绝对不是催的，果然名不虚传啊！这里有好山好水好美景，是值得我们一起游玩的地方。这里的一切都是很美的，值得大家去游玩。真心的推荐推荐推荐推荐推荐几推荐推荐推荐！,5
来桂林旅游观光，市中心的两江四湖景区那是必去打卡的地方之一，山水人文自然完美结合，很值得去的地方。尤其是夜景，坐游船欣赏美丽灯光。,4
人造景观，值得一游,5
两江四湖把桂林市中心的湖全部联系在了一起，可以乘坐游船进行游览，夜色里特别漂亮。,5
因为在船舱最右边很多漓江段的风景无法拍照，但是真的很美！到四湖段市可以上甲板将两岸风光一览无余！,5
挺不错的 出差期间去了一趟 安逸,5
比较一般，黑乎乎，岸上景色不多，船闸还挺有意思,2
桂林两江四湖构成桂林山水美景的重要组成部分，成为桂林旅游胜地的一张天然名片。文章对桂林两江四湖的工程概况、社会效益、规划进程和展示的炫丽美景做了详细的描述，十分引人入胜。,5
景点很美，有山有水，空气清新，适合旅行,5
太美了，这个季节桃花开了，五彩缤纷,5
桂林夜游必需要游览的景点之一..........,5
总体超赞，景色不错，,5
总体超赞，非常值得,5
就在市内，步行街逛完，沿岸边很漂亮，特别是双塔附近，还可看到象鼻山,5
景色不错，有趣好玩，性价比高，总体超赞，,5
夜景非常惨，半夜以为都闭灯了，还好没有,5
步行街逛完，沿岸边很漂亮，特别是双塔附近，还可看到象鼻山,3
值得一去，风景很不错，赏心悦目,4
桂林“两江四湖”，指漓江、桃花江、木龙湖（含铁佛塘）、桂湖、榕湖、杉湖，其环城水系全长7.33公里，水面面积38.59万平方米。是一条能与威尼斯水城媲美的环城水系,5
很值得去，自己去过，又给爸妈约了一次，,5
平台操作便捷，旅游产品性价比高，桂林山水甲天下。,5
总体超赞，已玩过两次,5
夜景非常漂亮，适合一个人旅游的地方,5
桂林市区的核心景区，晚上游湖非常漂亮，大概1个多小时,5
哇真是太棒了，很不错的地方！！,5
特别喜欢，环境优美，位置优越好找,5
必到景点，打卡地。游船观看游览夜景,4
桂林两江四湖景区很漂亮，在桂林市中心位置，周围景区很多，步行街，商场也多，在湖边逛一逛很休闲，并不感觉吵闹，夜景非常漂亮。,4
桂林旅游必须的行程，夜景漂亮,5
桂林山水甲天下，广西省桂林，中国著名旅游名城，自然风光无限好！,5
从外地到桂林来旅游的人一定是会去看这个两江四湖的。随意的悠闲的去体验一下，优美的环境真的觉得很惬意，深感桂林人民的幸福。,5
桂林夜游的最佳景区。。。。。。。。。,5
还不错，票价不算便宜，可以试一试,5
对于南方人的我，真心觉得很坑爹，景色一般，价格超贵。桂林山水甲天下的文章恐怕时至今日已经有很大的改变了，不再令人向往和憧憬了。,3
景色不错， 性价比高， 总体超赞， 有趣好玩， 在网上购票很方便，直接拿身份证就可以全程通行。如果再去我还是会选择在携程购票前往。,5
非常喜欢桂林，每次去桂林旅游，都会到桂林市中心的两江四湖景区转转，很羡慕生活在这里的人，身处闹市区，却没有城市里的纷扰。,4
两江四湖游览是到桂林旅游的经典路线之一，桂林的山和水都非常的有灵气，也非常的有特色。这里环境不错，空气质量好，是休闲游览的绝佳地方。,4
可以带孩子老人乘坐，冬日旅游可以选白天的游船，不算太冷,5
非常好，带老人孩子出游的不错选择,5
景色不错，适合带老人小孩去玩，导游讲解很详细，对于第一次来桂林来玩的来说是个不错的选择，冬日感觉日游比夜游好，船舱里不算太冷，游船可以看到象鼻山哦,5
桂林的两江四湖，指漓江，桃花江，木龙湖，桂湖，榕湖，杉湖，构成桂林山水美景的重要组成部分 两江四湖的夜景游 也是游桂林必须体验的,5
景色不错，有趣好玩，总体超赞，,5
夜景特别漂亮 有机会一定在来 有没有来艳遇的啊 在这里等你,5
景色不错，有趣好玩，性价比高，总体超赞，,5
桂林夜景就看两江四湖，美仑美奂，流连忘返。,5
红红火火过大年,5
去的时候大约是秋季，天气凉爽。有灯塔相伴，且湖面风光秀丽，景色优美，让人恋恋不舍。,5
可以带孩子老人乘坐，冬日旅游可以选白天的游船，不算太冷,5
非常好，带老人孩子出游的不错选择,5
景色不错，适合带老人小孩去玩，导游讲解很详细，对于第一次来桂林来玩的来说是个不错的选择，冬日感觉日游比夜游好，船舱里不算太冷，游船可以看到象鼻山哦,5
桂林的两江四湖，指漓江，桃花江，木龙湖，桂湖，榕湖，杉湖，构成桂林山水美景的重要组成部分 两江四湖的夜景游 也是游桂林必须体验的,5
比较方便，值得拥有。,4
沿途风景不错😅....船开的慢些，时间感觉短了些，价格贵了些,5
这里夜游可以看到优美的夜景也有讲解员一路讲解每个景点的故事及历史。中途也看到了鸬鹚捕鱼表演。也体验了江河之间的船闸升降。,5
近一半时间在过船闸,4
性价比高，,5
景色一般，船开的太快，建议用单反拍照，手机拍出来景色都变形了，有待改进，船上拍照的好地方都被随船收费的摄影师占据了，真心的不建议坐晚场船游,1
不错，值得体验！,5
不错，值得体验,5
两江四湖夜景游，算是桂林必体验的项目。虽然感觉偏贵，但还是应该体验一下。特别是最后的灯光秀，很好看。不过三次过船闸很费时间。船上导游介绍也很详细。桂林的夜景好看，只是感觉有点贵。淡季应该降价。景色不错，,4
夜游，景色美呆了。造型各异的桥配了灯光，流光溢彩。 【景色】,5
确实很美，非常漂亮，值得推荐。,5
风景很好看，孩子很喜欢,5
可以一看，夜晚景色漂亮！灯光效果非常不错,4
推荐推荐呗,5
好吧，非常棒,5
这个地方真的很棒，让你我觉得自己可以。,5
叠彩和伏波山没有灯光照明，失色不少,4
景色一般，有待改进，,3
桂林的两江四湖景区基本上是去桂林旅游必去的地方，我喜欢早晚去，早上人不多，空气好，晚上夜景很漂亮，人多也热闹，坐船游览很不错。,4
夜游，景色美呆了。造型各异的桥配了灯光，流光溢彩。 【景色】,5
确实很美，非常漂亮，值得推荐。,5
风景很好看，孩子很喜欢,5
是桂林市最繁华热闹的地段，周围景观很多，散步购物非常好。,5
预算充足就去一下吧,5
桂林山水甲天下，两江四湖是代表。,5
我个人感觉有点不值，这个游船一般般，买的都不是靠窗的，景色看的很一般，解说有的，但是只是在船舱，在甲班看景色的时候，那解说基本听不到，甲板没有扩音器，然后就是景色跟票价真的不符合，船开的有点快，都是走马观花看看，没啥特别留意的，不是很满意，这个价格有点虚高，总得满意的是，其他景色不咋地，但是这边桥到是很有特色，其他真一般。景色一般，可玩性低，性价比低，,2
我个人感觉有点不值，这个游船一般般，买的都不是靠窗的，景色看的很一般，解说有的，但是只是在船舱，在甲班看景色的时候，那解说基本听不到，甲板没有扩音器，然后就是景色跟票价真的不符合，船开的有点快，都是走马观花看看，没啥特别留意的，不是很满意，这个价格有点虚高，总得满意的是，其他景色不咋地，但是这边桥到是很有特色，其他真一般。景色一般，性价比低，,3
价格太高了,3
这个真不错，很棒的体验，一人一座，开船就能出去到船尾甲板上，绕桂林一周，另一角度的象鼻山，漓江，死湖都领略了，水杉真的好看。,5
两江四湖景区是桂林必游景点之一，夜景非常美丽，可以游览全部桂林美景，值得一去,5
值得拥有性价比高，有趣好玩，,5
游览的景色景点等倒是很不错，但是游轮的设计比较纠结，空间狭窄，特别是背着船看风景的很不舒服。,4
可玩性低，景色一般，,3
景色不错，有趣好玩，性价比高，总体超赞，特别棒👍🏻,5
初次来桂林的人可能比较新奇，全程一个半小时，但有四十分钟左右是在过船闸，灯光秀还不错，导游的讲解也还行，就是感觉有点贵。性价比一般。,4
值得一游推荐,5
桂林的两江四湖，指漓江，桃花江，木龙湖，桂湖，榕湖，杉湖，构成桂林山水美景的重要组成部分。其中日月双塔座落在杉湖中，日塔为铜塔，月塔为琉璃塔。以园林小路，涌泉，溪流，古树名木，构成一幅高山流水觅知音的优美意境。走在湖边，荡漾湖中，棕榈欢歌，崖花水藻，丛发清绮，置身其中，倍感清新幽雅，舒适恬静，无处不体现天人合一的完美境界。,5
景色很美 。。。。。。。。。。。,5
夜景不错，很多桥文化。总体超赞，,5
非常棒的旅行，解说员小伙子很敬业，船上服务人员也都非常热情，谢谢！,5
景色不错，,5
有美景有歌舞还有双搭璀璨辉煌的灯饰，值得一游！,5
确实不错，都是免费的景点，让大家都能不花钱欣赏到美景！,5
白天其实绕两江四湖看看足够了，没时间的那只有晚上坐船看了，灯光打得蛮好看的。,4
还不错，值得看看,5
非常非常好，值得来玩景色不错，总体超赞，有趣好玩，,5
总体超赞，90分钟的游船时间，导游一路讲解得非常详细，增长了很多知识，是一次非常有意义的亲子游。推荐大家都来玩一玩，逛一逛。,5
乘坐游船游湖，风景秀丽如画。人就像在画中。,5
9月份去的 晚上挺冷的 一定穿外套 沿途风景还可以 只是感觉票价有些贵 到有名的景点 会特意把船停下 方便大家拍照 全程有讲解 也有摄像师,4
网红必打卡地。夜游两江四湖别有一番情趣，两岸风景在灯光照耀下美不胜收。,5
有趣好玩，总体超赞，,5
景色不错，总体超赞，,4
质价不符！不值得！夜景也一般般，其实完全可以在漓江瀑布大酒店附近去看夜景和双塔、比游船好。看完瀑布酒店的瀑布、再逛周边、更有感觉。游船上就是推销拍照、好的位置拍照都被游船上垄断了、只为赚钱。不建议坐这个游船！,3
很值得去的地方，很好玩的地方。,4
晚上风景还好看，就是人有点多，,5
桂林名片，美不胜收,5
乘船畅游，美景不断，陶冶其中。,5
乘坐游船游湖，风景秀丽如画。人就像在画中。,5
9月份去的 晚上挺冷的 一定穿外套 沿途风景还可以 只是感觉票价有些贵 到有名的景点 会特意把船停下 方便大家拍照 全程有讲解 也有摄像师,4
个人认为游两江四湖是到桂林市区游玩的必选项，推荐！,5
性价比高，有趣好玩，景色不错，总体超赞，夜景超级美丽不虚此行,5
有趣好玩，总体超赞，景色不错，性价比高，,5
夜影很好看,5
值得一去，强烈推荐！,5
很棒很漂亮。下次再来。加油加油吧。景色不错，性价比高，有趣好玩，总体超赞，,5
非常好非常好，白天去性价比才是最好的。山水看得清楚，遇上好天气真是绝了,5
对第一次到桂林的游客，可以体验一下,5
景色不错，,5
对面坐了两个大人，还带了两个个孩子都没买票（已经超过一米四了），票就放在中间的桌上自然看到了。对面这两口子人多不买票，景区管理还能把人放进来！而且船舱座位狭窄！根本无法对座！腿都放不了！,2
景色还可以，不过170的票价不便宜,4
有趣好玩，性价比高，,5
可以不错滴,5
感觉不错哦 夜景非常漂亮！！！,5
不错，充分体现桂林山水景观。一路游船，观夜美景，轻松自在。山山水水间，渡过一个惬意的夜晚。 网上订票方便，比宾馆大堂推介的还优惠。取票登船都顺畅，一路导游讲解尚可。,5
景色很漂亮 适合拍照 桂林地标之一,5
带孩子游玩两江四湖，说实话，夜景真不错，孩子很高兴总体超赞，,5
船设施很好,5
对面坐了两个大人，还带了两个大孩子都没买票（已经超过一米四了），票就放在中间的桌上自然看到了，两个座位错落紧紧挤了四个人！对面这两口子人多不买票，景区管理还能把人放进来！而且船舱座位狭窄！根本无法对座！腿都放不了！差评！！！,2
对面坐了两个大人，还带了两个个孩子都没买票（已经超过一米四了），票就放在中间的桌上自然看到了。对面这两口子人多不买票，景区管理还能把人放进来！而且船舱座位狭窄！根本无法对座！腿都放不了！,2
景色还可以，不过170的票价不便宜,4
景色一般，看一些灯，毫无意义,1
值得一游。,4
船次比较多，晚饭后闲来无事可以游览一下，省心又省力，还带有全程讲解。两江四湖，景色配上灯光，两岸风情和植物各有特色。友情提示：疫情期间带好证件，出示绿码和口罩😷,4
景色不错，有趣好玩，性价比高，总体超赞，,5
景色不错，有趣好玩，性价比高，,5
桂林很值得看的一个景点，尤其是晚上坐游船夜游两江四湖，灯光璀璨，风景如画。,4
夜游感觉很不错,5
景色一般，都是人造的，没意思,5
景色一般，没什么看的。,5
晚上灯光特别漂亮。很美，人在画中游。岸上人拍湖里的人。到处是景,5
景色一般，看一些灯，毫无意义,1
值得一游。,4
船次比较多，晚饭后闲来无事可以游览一下，省心又省力，还带有全程讲解。两江四湖，景色配上灯光，两岸风情和植物各有特色。友情提示：疫情期间带好证件，出示绿码和口罩😷,4
景色可以 水库大闸的体验也很棒 就是船的装修差异太大 我的那个就差 好的是有桌子的,5
性价比高，有趣好玩，总体超赞，,5
给父母订的，父母很满意景色不错，,4
关于桂林，我去过2次，最近一次是11月公司组织的，天气非常好，20多度左右，针对疫情，勤洗手，做好防护措施，所有景区都会测量体温，乘坐的车每天消毒3次，防护做的非常好，国内疫情已经得到了控制，所以不用过分担心。,5
还算不错吧，景色没有想象中的好，可供照相的地方太少了，夹板人还比较多，所以只能选择收费的照相服务。夜间坐游船根本就看不出来象山的景象。,4
景色不错啊，船坐着也很舒适，不错的体验,5
风景很美，导游很幽默，还给拍照，真的是桂林山水甲天下啊，山好水也绿，孩子坐船很高兴，在这里感觉特别放松，感受到了生活的惬意,5
两江四湖夜景真的很漂亮，最开始有点无聊的，感觉不值这么多钱，但是到后面日月双塔还有一个什么塔的时候，就觉得开始值了，还是挺值得去的,5
有人说，不游两江四湖后悔，游了更后悔，错也不错，不过来了桂林，如果安排的时间不充裕，玩一玩也挺好，配合一下靖江王府。基本桂林的历史、特点、风光都算经历了。,4
还不错，夜景很美。票价跟现场买差不多,5
景色不错，,4
景色不错，有趣好玩，总体超赞，,5
来桂林一定要坐船夜游一下两江四湖，很漂亮。夜晚的桂林和白天是不一样的感觉，坐在船上远观，和进入景点近看也不一样。一个多小时的船程，美景尽收眼底，不虚此行。景色不错，总体超赞，,5
有趣好玩，景色不错，游船在两江四湖不同水位的升降感觉很有趣。,5
桂林最美夜游景点。。。。。。。,5
总体超赞，,4
有景但门票价值不上,4
性价比很高 很值得一去 家人很满意 说非常好 非常漂亮 真的开心呀,5
还行，主要是带家人和孩子玩，毕竟是以景色为主，体验一般吧,4
景色还行单不够震撼，性价比一般,4
有趣好玩，很愉快的一次出游！,5
景色不错，性价比高，有趣好玩，总体超赞，我们交了100元空位费，感觉很值～,5
夜游看灯光,5
导游专业，照相技术高超景色不错，总体超赞，有趣好玩，性价比高，,5
其实对于年轻人来说也没多大意思，就是乘船绕一圈而已，再加上到几个光线好一些的地方拍拍照，有摄影人员跟随，下船想要就花钱买那种。我是带老人出游，老人嘛，容易满足，最后下船买了照片。不过对年轻人来说真不值，个人资意见仅供参考。,4
桂林山水太美了，身为一个北方人被桂林美景深深折服,5
风景不错，后面带家人一起来看看,5
桂林游船轻松省力景色不错，适合带孩子和老人来赏夜景，还有进步空间,4
景色不错，,5
这个是我认为桂林旅游排名第二坑的景点，第一当然是印象刘三姐，主要是价格太贵，一个半小时180多元，而且桂林夜景漂亮是漂亮，但是说实话真的不值这个价格，完全可以在湖边江边散步欣赏就可以。可玩性低，景色一般，性价比低，,2
风景绝佳，坐船游览还省时省力，一次性游览桂林市区山水风光。,5
桂林的必来景点，果然名不虚传，非常赞,5
夜游两江四湖还是很不错的，值景色不错，,5
不值得这个价格，一点没意思，上船就是转一圈，不建议去做两江四湖,1
挺好的，值得推荐,5
比我去的几个夜游好多了，值得推荐一下。只不过下船时说的送纪念品也没着落，只记得让你买照片了！,4
景色不错，白天看景，晚上看灯了，不过携程订票位置不能选，两个人结果不坐在一起，有点坑～,4
桂林游船轻松省力景色不错，适合带孩子和老人来赏夜景，还有进步空间,4
景色不错，,5
这个是我认为桂林旅游排名第二坑的景点，第一当然是印象刘三姐，主要是价格太贵，一个半小时180多元，而且桂林夜景漂亮是漂亮，但是说实话真的不值这个价格，完全可以在湖边江边散步欣赏就可以。可玩性低，景色一般，性价比低，,2
夜景非常不错,4
景色超美，就是船有点小。,5
都说桂林山水甲天下，以前说的都是漓江，现在看桂林市区和桂林新区也都是很漂亮的地方，桂林市区有两江四湖，尤其是日月双塔的夜景，一红一白，造型经典，灯光到位，新区的山水也非常漂亮，有一种别致的田园美好像收在一个度假村里,5
给爸妈订的，他们说特别好！,5
夜景是真的很漂亮,5
风景很漂亮。地标的景点。到桂林必看的地方。,4
去桂林出差，顺便逛逛市内的主要景点，两江四湖夜游也是一个推荐项目，夜游的船比较小，可以叫做小艇，通常都是同时出发两艘船，座位不多，建议大家提前网上订票，需要身份证件资料购票，目前还需要有健康码，担心取票人多的话，建议早一点过去，上船的地方是在象山公园这边，上岸是在文昌桥码头。,3
去桂林出差，顺便逛逛市内的主要景点，桂林的两江四湖指的是：漓江、桃花江、木龙湖、桂湖、榕湖、杉湖，水面面积38.59万平方米，工程最早形成于北宋年间。现在两江四湖构成了桂林山水美景的重要组成部分，夜游成人票190元，儿童票125元，感觉有点贵，我们是有客人请，所以没有自己买票，如果是自付的话，可能就会选择在岸边看看风景算了。 夜游两江四湖已经成为了一大特色主景区，可以游览欣赏到中国古典式园林——榕杉湖景区、天人合一的生态园林——桂湖景区和宋朝历史文化园——木龙湖景区，还有景区内新建成的名桥博览园、名花名树名草博览园、亭台楼阁博览园和雕塑博览园，而且在船上还可以观赏水系周边的象山、伏波山、叠彩山、尧山、宝积山、老人山等十多座传统名山，和漓江自然山水游不同的是，两江四湖环城水系游突出了桂林作为中国著名历史文化名城所具有的深厚历史文化内涵。 船上会有广播讲解，也有专人教授如何拍出好的夜景照片，当然，也欢迎游客们找“专业人士”帮忙拍照，照片会在上岸前送到游客手上，你觉得好的，可以买了，收费30元一张，消费自由。个人感觉以日月双塔作背景拍照还是蛮不错的，如果你自己的手机像数高也是可以自己拍照的，毕竟这里是城市的“名片”，到此一游留个念。,4
景色一般，旅游配套设施陈旧，性价比不高。一味动员大家拍相片，建议不要拍。,4
价格高，豪华船不豪华，码头破旧，两岸灯光不亮。,3
这次出行总的来说还可以吧，我们的导游贲桂珍服务很好，为人热情，讲解的也很详细。,4
没舍得坐船，周边溜达了一下。桂林票都贵。,4
桂林非常美的一个景区...........,5
景色不错，,5
性价比高，,5
夜景无敌美,5
去桂林出差，顺便逛逛市内的主要景点，两江四湖夜游也是一个推荐项目，夜游的船比较小，可以叫做小艇，通常都是同时出发两艘船，座位不多，建议大家提前网上订票，需要身份证件资料购票，目前还需要有健康码，担心取票人多的话，建议早一点过去，上船的地方是在象山公园这边，上岸是在文昌桥码头。,3
两江四湖的夜景真的美爆了，天气好很值得一看,5
夜游两江四湖景区，，灯光璀璨无比,5
船票还是有点贵了，与朋友一起买的票，结果出票没有排在一起坐，感觉不人性化，性价比低，可玩性一般，就是双塔哪里看看灯光秀，其它好像没有什么特别吸引的性价比低，有待改进，,3
景色一般，码头小且破旧，还有豪华船一点不豪华。两岸灯光不亮，没扬州瘦西湖两岸灯光漂亮。,4
总体超赞，,5
夜景不错，值得参与,4
桂林“两江四湖”，即指漓江、桃花江、木龙湖（含铁佛塘）、桂湖、榕湖、杉湖，其环城水系全长7.33公里，水面面积38.59万平方米。该工程最早形成于北宋年间（960-1127年），当时榕湖、杉湖、桂湖上舟楫纵横，游人如织，兴盛一时。 桂林两江四湖构成桂林山水美景的重要组成部分。,5
不如自己在江边走走,2
全程没有什么讲解，导游不是在照相就是在卖照片（照相就是照象鼻山，角度和訾洲岛看的角度是一样的，不是竹筏的角度），连两江四湖是哪两江哪四湖都没有说。船上播放地自动讲解的声音也被导游卖照片的声音给盖过去了。 景色一般，四湖叫起来有点勉强，一般城市也就称之为分叉的河流。,1
一般般，没什么新奇的，门票又特别贵，游船又不能出去，只能在船里呆着性价比低，景色一般，,2
两江四湖的夜景真的美爆了，天气好很值得一看,5
总体超赞， 景色不错，有趣好玩，,4
我与朋友一起，座位安排都是分开的，这点非常不人性化，没什么服务的有待改进，,2
景色不错，,5
夜游桂林，景色没得说。性价比高，,5
景色还好，吹下江风很舒服，但不算惊艳,4
可玩性低，景色一般，有待改进，性价比低，,3
景色一般，有待改进，可玩性低，性价比低，很快游玩没什么看点唉 真的不推荐大家去 拍照也要收费 空调挺好的 空间也可以 景色一般般,2
景色一般，服务不好不推荐真的太差了不好玩真的没意思乱 卫生不好 设备捡漏 不推荐过去 地方不好找真的没意思了爱太垃圾了,2
桂林市的特色招牌景点，晚上会更惊艳,5
市区的经典景点，夜色更加美丽。,5
总体超赞， 景色不错，有趣好玩，,5
景色不错，总体超赞，,5
陪老人坐了一圈，感觉不太好，景色一般，导游讲解还没有提供照相服务的卖力气。性价比低，景色一般，可玩性低，,2
还可以吧，其实夜景更好看。灯光一打，不想让乘客看到的也就都看不到了。全程一个半小时，有一些回头路，也有很多没啥意思的景观。平心而论，灯光设计得偏艳丽，不太柔和自然。旅途经过的多座桥，明显是为了其他存在感，弄成各种风格，东方西方、古代现代的都有，反而显得不伦不类。导游会营销几次，比如用他们的专业相机拍照并打印出来，30一次。,4
景色好，值得体验，但别在船上让工作人员拍照，三十一张，你懂的。,5
景色没有有想象中漂亮，感觉不值得。,4
有趣好玩，,5
两江四湖夜游很值得一去，体验水涨船高的感觉，别有一番风味。风景很美。,5
夜景很美，值得一游。只是船票稍贵。,5
市民休闲娱乐的一个好地方，风景不错,3
景色不错，但是票太贵了，性价比有点低,5
景色不错，总体超赞，,5
桂林打卡的必要选择，夜景很美，还有摄影师拍照片，就是价格略贵一点，还是值得看的。,4
体验很好，值得推荐，,5
中规中矩，不算惊艳，但算是桂林的代表景点,4
想看景全一点的就去坐游船，想慢慢游，有时间的呢就可以沿着江岸走， 两江四湖真的很美，灯光做得非常有特色，不但视觉效果好，而且拍出来的照片特别美,5
夜景确实可以 但是很多是靠灯光打造出来的 时间较长 1.5小时差不多 看到后面有点视觉疲劳 价格和白天相差100 性价比不是很高 其实可以周围绕着漓江走走风景还好点 ,3
感觉还行吧。,4
